index;type;minority_decision;majority_decision
597;BORDERLINE;4=>3;4=>2
87;SAFE;4=>3;4=>2
599;BORDERLINE;4=>3;4=>2
856;RARE;4=>3;4=>2
602;BORDERLINE;4=>3;4=>2
91;BORDERLINE;4=>3;4=>2
603;SAFE;4=>3;4=>2
860;BORDERLINE;4=>3;4=>2
862;BORDERLINE;4=>3;4=>2
863;SAFE;4=>3;4=>2
352;SAFE;4=>3;4=>2
611;SAFE;4=>3;4=>2
100;BORDERLINE;4=>3;4=>2
868;BORDERLINE;4=>3;4=>2
106;BORDERLINE;4=>3;4=>2
875;RARE;4=>3;4=>2
877;BORDERLINE;4=>3;4=>2
366;BORDERLINE;4=>3;4=>2
111;BORDERLINE;4=>3;4=>2
623;BORDERLINE;4=>3;4=>2
882;SAFE;4=>3;4=>2
371;SAFE;4=>3;4=>2
372;BORDERLINE;4=>3;4=>2
887;BORDERLINE;4=>3;4=>2
121;RARE;4=>3;4=>2
635;BORDERLINE;4=>3;4=>2
891;BORDERLINE;4=>3;4=>2
124;BORDERLINE;4=>3;4=>2
380;RARE;4=>3;4=>2
639;SAFE;4=>3;4=>2
640;BORDERLINE;4=>3;4=>2
896;RARE;4=>3;4=>2
385;SAFE;4=>3;4=>2
898;BORDERLINE;4=>3;4=>2
647;BORDERLINE;4=>3;4=>2
136;BORDERLINE;4=>3;4=>2
906;BORDERLINE;4=>3;4=>2
139;SAFE;4=>3;4=>2
651;SAFE;4=>3;4=>2
140;OUTLIER;4=>3;4=>2
654;RARE;4=>3;4=>2
144;OUTLIER;4=>3;4=>2
657;BORDERLINE;4=>3;4=>2
660;SAFE;4=>3;4=>2
661;BORDERLINE;4=>3;4=>2
917;SAFE;4=>3;4=>2
663;BORDERLINE;4=>3;4=>2
154;RARE;4=>3;4=>2
155;BORDERLINE;4=>3;4=>2
411;RARE;4=>3;4=>2
158;RARE;4=>3;4=>2
414;BORDERLINE;4=>3;4=>2
671;BORDERLINE;4=>3;4=>2
929;SAFE;4=>3;4=>2
674;BORDERLINE;4=>3;4=>2
930;BORDERLINE;4=>3;4=>2
419;BORDERLINE;4=>3;4=>2
931;BORDERLINE;4=>3;4=>2
676;BORDERLINE;4=>3;4=>2
679;RARE;4=>3;4=>2
680;RARE;4=>3;4=>2
682;SAFE;4=>3;4=>2
171;SAFE;4=>3;4=>2
683;SAFE;4=>3;4=>2
684;BORDERLINE;4=>3;4=>2
941;SAFE;4=>3;4=>2
943;RARE;4=>3;4=>2
176;SAFE;4=>3;4=>2
434;BORDERLINE;4=>3;4=>2
690;SAFE;4=>3;4=>2
946;SAFE;4=>3;4=>2
182;SAFE;4=>3;4=>2
954;BORDERLINE;4=>3;4=>2
444;BORDERLINE;4=>3;4=>2
446;BORDERLINE;4=>3;4=>2
702;RARE;4=>3;4=>2
958;BORDERLINE;4=>3;4=>2
447;BORDERLINE;4=>3;4=>2
192;BORDERLINE;4=>3;4=>2
704;SAFE;4=>3;4=>2
451;BORDERLINE;4=>3;4=>2
963;RARE;4=>3;4=>2
196;BORDERLINE;4=>3;4=>2
452;BORDERLINE;4=>3;4=>2
964;SAFE;4=>3;4=>2
968;OUTLIER;4=>3;4=>2
457;BORDERLINE;4=>3;4=>2
972;BORDERLINE;4=>3;4=>2
205;BORDERLINE;4=>3;4=>2
717;BORDERLINE;4=>3;4=>2
718;BORDERLINE;4=>3;4=>2
209;BORDERLINE;4=>3;4=>2
978;BORDERLINE;4=>3;4=>2
979;SAFE;4=>3;4=>2
212;OUTLIER;4=>3;4=>2
726;SAFE;4=>3;4=>2
983;BORDERLINE;4=>3;4=>2
473;BORDERLINE;4=>3;4=>2
985;BORDERLINE;4=>3;4=>2
986;BORDERLINE;4=>3;4=>2
475;BORDERLINE;4=>3;4=>2
988;BORDERLINE;4=>3;4=>2
989;BORDERLINE;4=>3;4=>2
734;RARE;4=>3;4=>2
736;BORDERLINE;4=>3;4=>2
225;BORDERLINE;4=>3;4=>2
994;SAFE;4=>3;4=>2
483;SAFE;4=>3;4=>2
228;BORDERLINE;4=>3;4=>2
484;BORDERLINE;4=>3;4=>2
996;SAFE;4=>3;4=>2
997;BORDERLINE;4=>3;4=>2
746;BORDERLINE;4=>3;4=>2
491;BORDERLINE;4=>3;4=>2
236;SAFE;4=>3;4=>2
749;BORDERLINE;4=>3;4=>2
496;SAFE;4=>3;4=>2
497;BORDERLINE;4=>3;4=>2
756;BORDERLINE;4=>3;4=>2
758;RARE;4=>3;4=>2
504;BORDERLINE;4=>3;4=>2
249;BORDERLINE;4=>3;4=>2
506;BORDERLINE;4=>3;4=>2
764;BORDERLINE;4=>3;4=>2
512;SAFE;4=>2;4=>8
1;SAFE;4=>2;4=>8
258;SAFE;4=>2;4=>8
260;SAFE;4=>2;4=>8
261;SAFE;4=>2;4=>8
774;SAFE;4=>2;4=>8
9;SAFE;4=>2;4=>8
777;SAFE;4=>2;4=>8
268;SAFE;4=>2;4=>8
13;SAFE;4=>2;4=>8
270;SAFE;4=>2;4=>8
271;SAFE;4=>2;4=>8
784;SAFE;4=>2;4=>8
529;SAFE;4=>2;4=>8
18;SAFE;4=>2;4=>8
23;SAFE;4=>2;4=>8
280;SAFE;4=>2;4=>8
793;SAFE;4=>2;4=>8
801;SAFE;4=>2;4=>8
804;SAFE;4=>2;4=>8
806;SAFE;4=>2;4=>8
807;SAFE;4=>2;4=>8
41;SAFE;4=>2;4=>8
553;SAFE;4=>2;4=>8
809;SAFE;4=>2;4=>8
303;SAFE;4=>2;4=>8
48;SAFE;4=>2;4=>8
563;SAFE;4=>2;4=>8
55;SAFE;4=>2;4=>8
567;SAFE;4=>2;4=>8
569;SAFE;4=>2;4=>8
826;SAFE;4=>2;4=>8
571;SAFE;4=>2;4=>8
64;SAFE;4=>2;4=>8
323;SAFE;4=>2;4=>8
835;OUTLIER;4=>2;4=>8
324;SAFE;4=>2;4=>8
837;SAFE;4=>2;4=>8
71;SAFE;4=>2;4=>8
839;SAFE;4=>2;4=>8
76;SAFE;4=>2;4=>8
591;SAFE;4=>2;4=>8
847;SAFE;4=>2;4=>8
849;SAFE;4=>2;4=>8
82;SAFE;4=>2;4=>8
850;SAFE;4=>2;4=>8
83;BORDERLINE;4=>2;4=>8
852;SAFE;4=>2;4=>8
855;SAFE;4=>2;4=>8
600;SAFE;4=>2;4=>8
89;SAFE;4=>2;4=>8
346;BORDERLINE;4=>2;4=>8
864;SAFE;4=>2;4=>8
869;SAFE;4=>2;4=>8
616;SAFE;4=>2;4=>8
872;SAFE;4=>2;4=>8
362;SAFE;4=>2;4=>8
364;SAFE;4=>2;4=>8
365;SAFE;4=>2;4=>8
879;SAFE;4=>2;4=>8
624;OUTLIER;4=>2;4=>8
370;SAFE;4=>2;4=>8
116;SAFE;4=>2;4=>8
628;SAFE;4=>2;4=>8
884;SAFE;4=>2;4=>8
373;SAFE;4=>2;4=>8
629;SAFE;4=>2;4=>8
631;SAFE;4=>2;4=>8
377;SAFE;4=>2;4=>8
892;OUTLIER;4=>2;4=>8
382;SAFE;4=>2;4=>8
642;SAFE;4=>2;4=>8
133;SAFE;4=>2;4=>8
902;SAFE;4=>2;4=>8
393;SAFE;4=>2;4=>8
649;BORDERLINE;4=>2;4=>8
905;SAFE;4=>2;4=>8
652;SAFE;4=>2;4=>8
653;SAFE;4=>2;4=>8
142;SAFE;4=>2;4=>8
398;SAFE;4=>2;4=>8
145;SAFE;4=>2;4=>8
401;BORDERLINE;4=>2;4=>8
403;SAFE;4=>2;4=>8
916;SAFE;4=>2;4=>8
662;SAFE;4=>2;4=>8
920;SAFE;4=>2;4=>8
924;SAFE;4=>2;4=>8
669;SAFE;4=>2;4=>8
927;SAFE;4=>2;4=>8
932;SAFE;4=>2;4=>8
421;SAFE;4=>2;4=>8
677;OUTLIER;4=>2;4=>8
933;SAFE;4=>2;4=>8
934;SAFE;4=>2;4=>8
431;SAFE;4=>2;4=>8
688;SAFE;4=>2;4=>8
181;SAFE;4=>2;4=>8
694;SAFE;4=>2;4=>8
183;SAFE;4=>2;4=>8
184;SAFE;4=>2;4=>8
185;SAFE;4=>2;4=>8
443;SAFE;4=>2;4=>8
699;BORDERLINE;4=>2;4=>8
700;SAFE;4=>2;4=>8
445;SAFE;4=>2;4=>8
957;OUTLIER;4=>2;4=>8
191;SAFE;4=>2;4=>8
703;SAFE;4=>2;4=>8
448;SAFE;4=>2;4=>8
960;SAFE;4=>2;4=>8
193;SAFE;4=>2;4=>8
962;OUTLIER;4=>2;4=>8
197;SAFE;4=>2;4=>8
454;SAFE;4=>2;4=>8
200;BORDERLINE;4=>2;4=>8
203;SAFE;4=>2;4=>8
971;OUTLIER;4=>2;4=>8
716;SAFE;4=>2;4=>8
462;SAFE;4=>2;4=>8
210;SAFE;4=>2;4=>8
468;SAFE;4=>2;4=>8
215;OUTLIER;4=>2;4=>8
471;BORDERLINE;4=>2;4=>8
476;SAFE;4=>2;4=>8
479;SAFE;4=>2;4=>8
991;BORDERLINE;4=>2;4=>8
993;SAFE;4=>2;4=>8
739;SAFE;4=>2;4=>8
741;SAFE;4=>2;4=>8
998;SAFE;4=>2;4=>8
999;SAFE;4=>2;4=>8
235;SAFE;4=>2;4=>8
494;SAFE;4=>2;4=>8
750;SAFE;4=>2;4=>8
241;SAFE;4=>2;4=>8
242;SAFE;4=>2;4=>8
499;BORDERLINE;4=>2;4=>8
500;SAFE;4=>2;4=>8
760;SAFE;4=>2;4=>8
252;SAFE;4=>2;4=>8
510;SAFE;4=>2;4=>8
